no,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,apartment_name,full_address_road,building_name,road_name,main_building_no,sub_building_no,postcode,latitude,longitude
69,2022-106690(1),아파트,2023-07-12,64,잔금납부,2,1,1,1,70,4,59.38,17.96,114.88,34.75,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/106690/122794.jpg,서울 관악구 봉천동 1730-1,1162010100,1162059500,서울,관악구,봉천동,1730,1,201동,11,1102,이편한세상서울대입구2단지,서울 관악구 청룡16길 43,e편한세상 서울대입구 2단지,청룡16길,43,,08830,37.4762733540956,126.942526812084
70,2022-110279(1),아파트,2023-07-12,64,매각,2,3,2,2,77,9,48.7,14.73,96.48,29.19,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110279/123976.jpg,서울 서초구 잠원동 70,1165010600,1165058000,서울,서초구,잠원동,70,,201동,9,906,신반포아파트,서울 서초구 잠원로 37-48,신반포4차아파트,잠원로,37,48,06511,37.5083533094199,127.005979601371
71,2022-110972(1),아파트,2023-07-12,80,잔금납부,1,1,1,1,105,7,19.1,5.78,110.57,33.45,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110972/405684.jpg,서울 강남구 역삼동 826-37,1168010100,1168064000,서울,강남구,역삼동,826,37,102동,6,601,쌍용플래티넘밸류,서울 강남구 테헤란로4길 46,쌍용플래티넘밸류,테헤란로4길,46,,06241,37.495399931601,127.030405784953
72,2022-1739(1),아파트,2023-07-12,64,잔금납부,2,98,63,68,70,2,5.49,1.66,7.48,2.26,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/1739/432018.jpg,서울 금천구 독산동 1088,1154510200,1154561000,서울,금천구,독산동,1088,,1404동,6,611,,서울 금천구 한내로 69-54,주공14단지아파트,한내로,69,54,08597,37.4600847128236,126.886483831561
73,2022-107088(1),아파트,2023-07-12,64,매각,2,1,820,951,74,9,30.951,9.36,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107088/473747.jpg,서울 구로구 신도림동 642,1153010100,1153051000,서울,구로구,신도림동,642,,102동,17,1704,신도림대림아파트,서울 구로구 신도림로 16,신도림 대림아파트,신도림로,16,,08211,37.5058449867495,126.880590578918
74,2022-112127(1),아파트,2023-07-12,64,매각,2,671,429,485,72,4,26.026,7.87,49.99,15.12,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112127/474091.jpg,서울 양천구 신정동 1293,1147010100,1147064000,서울,양천구,신정동,1293,,105동,10,1006,학마을아파트,서울 양천구 신정로14길 6,학마을아파트,신정로14길,6,,08109,37.5080526501106,126.844319085147
75,2022-51380(1),아파트,2023-07-10,64,잔금납부,2,1,742,883,76,18,31.82,9.63,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/51380/685340.jpg,서울 성동구 금호동1가 1500,1120010900,1120059000,서울,성동구,금호동1가,1500,,303동,2,201,금호삼성래미안아파트,서울 성동구 독서당로 343,금호 삼성래미안 아파트,독서당로,343,,04718,37.549177317639,127.027637334732
76,2022-52789(1),아파트,2023-07-10,64,매각,2,939,600,727,78,1,15.64,4.73,54.6,16.52,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/52789/686439.jpg,서울 송파구 문정동 62-5,1171010800,1171064100,서울,송파구,문정동,62,5,,5,507,문정연합주택조합아파트,서울 송파구 송파대로20길 28,문정현대아파트,송파대로20길,28,,05807,37.485667884485,127.125888204464
77,2022-53713(1),아파트,2023-07-10,80,잔금납부,1,2,1,2,92,7,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/53713/1403021.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,236동,7,701,리센츠,서울 송파구 올림픽로 135,리센츠,올림픽로,135,,05502,37.5127510583527,127.088417185047
78,2022-1290(1),아파트,2023-07-06,2,잔금납부,3,1,803,1,64,16,57.9,17.51,125.11,37.85,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/1290/34218_AUTO_152.jpg,서울 강남구 역삼동 664-21,1168010100,1168064000,서울,강남구,역삼동,664,21,101동,2,202,역삼동프라임아파트,서울 강남구 언주로97길 22,역삼동프라임아파트,언주로97길,22,,06137,37.505328661005,127.039526386869
79,2022-110286(1),아파트,2023-07-06,80,매각,1,2,1,1,81,1,42.63,12.9,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110286/117019.jpg,서울 서초구 잠원동 65-8,1165010600,1165054000,서울,서초구,잠원동,65,8,,1,101,잠원한신그린 아파트,서울 서초구 신반포로33길 71,잠원한신그린아파트,신반포로33길,71,,06520,37.5133614318662,127.007870630856
80,2022-110873(1),아파트,2023-07-06,64,잔금납부,2,1,832,845,65,1,47.82,14.47,114.46,34.62,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110873/466286.jpg,서울 서초구 방배동 478-8,1165010100,1165062000,서울,서초구,방배동,478,8,,2,201,루이스캐슬,서울 서초구 효령로4길 10,루이스캐슬,효령로4길,10,,06698,37.4767165896954,126.987102513483
81,2022-2527(1),아파트,2023-07-06,64,잔금납부,2,898,574,691,77,9,36.8453,11.15,84.75,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2527/471638.jpg,서울 영등포구 대림동 785-1,1156013300,1156072000,서울,영등포구,대림동,785,1,101동,11,1102,현대아파트,서울 영등포구 도신로4길 10,현대아파트,도신로4길,10,,07377,37.5021418472898,126.894898417631
82,2022-107729(1),아파트,2023-07-06,64,매각,2,197,126,133,68,1,4.26,1.29,13.07,3.95,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107729/493535.jpg,서울 영등포구 영등포동7가 46-1,1156010800,1156053500,서울,영등포구,영등포동7가,46,1,107동,16,1605,경남아너스빌,서울 영등포구 양산로 177,경남아너스빌,양산로,177,,07244,37.5239607571176,126.902706977756
83,2022-2643(1),아파트,2023-07-05,64,잔금납부,2,630,403,483,77,8,28.285,8.56,44.1,13.34,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2643/127113.jpg,서울 노원구 중계동 502-1,1135010600,1135062500,서울,노원구,중계동,502,1,101동,12,1212,중계그린아파트,서울 노원구 동일로 1279,"중계그린아파트 A,B 상가",동일로,1279,,01777,37.6443713328952,127.063281683752
84,2022-105948(1),아파트,2023-07-05,64,매각,2,974,623,646,66,1,34.836,10.54,111.71,33.79,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105948/426478.jpg,서울 성북구 길음동 1276,1129013400,1129066000,서울,성북구,길음동,1276,,103동,5,502,삼부아파트,서울 성북구 동소문로 248,길음삼부컨버니언아파트,동소문로,248,,02735,37.6027726439023,127.023775903506
85,2022-106774(1),아파트,2023-07-05,64,매각,2,766,490,662,87,14,25.23,7.63,59.96,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/106774/126137.jpg,서울 도봉구 창동 805,1132010700,1132051500,서울,도봉구,창동,805,,102동,3,307,동아그린아파트,서울 도봉구 노해로63다길 24,동아그린아파트,노해로63다길,24,,01399,37.6543732154344,127.046478203288
86,2021-111879(1),아파트,2023-07-04,64,매각,2,1,998,1,78,13,48.919,14.8,59.81,18.09,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/111879/190483.jpg,서울 강남구 수서동 795,1168011500,1168072000,서울,강남구,수서동,795,,106동,2,205,강남데시앙포레,서울 강남구 광평로34길 55,강남데시앙포레,광평로34길,55,,06362,37.4809832232715,127.090876576595
87,2022-3791(1),아파트,2023-07-04,64,잔금납부,2,2,1,1,81,27,82.24,24.88,101.94,30.84,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg,서울 강남구 자곡동 611,1168011200,1168070000,서울,강남구,자곡동,611,,605동,11,1102,래미안강남힐즈,서울 강남구 자곡로 101,래미안 강남힐즈,자곡로,101,,06374,37.4741297968581,127.094086602214
88,2019-483(1),아파트,2023-07-04,64,매각,2,537,343,383,71,1,33.95,10.27,54.54,16.5,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2019/483/206359.jpg,서울 서대문구 홍은동 22,1141011800,1141066000,서울,서대문구,홍은동,22,,1동,2,204,유원홍은아파트,서울 서대문구 홍은중앙로1길 33,유원홍은아파트,홍은중앙로1길,33,,03613,37.5975065241554,126.944721080693
89,2021-3232(1),아파트,2023-07-04,64,매각,2,1,700,711,65,1,65.39,19.78,113.92,34.46,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2021/3232/100923.jpg,서울 은평구 역촌동 232,1138010800,1138062500,서울,은평구,역촌동,232,,103동,7,704,역촌센트레빌아파트,서울 은평구 갈현로3나길 23,역촌센트레빌,갈현로3나길,23,,03433,37.6031134891166,126.905988894856
90,2022-2410(1),아파트,2023-07-04,64,잔금납부,2,350,224,245,70,2,13.105,3.96,29.97,9.07,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2410/127711.jpg,서울 서대문구 홍제동 463,1141011100,1141064000,서울,서대문구,홍제동,463,,101동,7,707,문화촌현대아파트,서울 서대문구 문화촌길 6-24,문화촌현대아파트,문화촌길,6,24,03625,37.5922766950616,126.949493139598
91,2022-2427(1),아파트,2023-07-04,64,잔금납부,2,1,672,725,69,2,69.69,21.08,114.92,34.76,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2427/127994.jpg,서울 은평구 응암동 176,1138010700,1138058000,서울,은평구,응암동,176,,104동,4,406,응암푸르지오,서울 은평구 백련산로 146,응암푸르지오,백련산로,146,,03475,37.5974154551923,126.926148375621
92,2022-55377(1),아파트,2023-07-04,64,매각,2,1,780,850,70,4,32.1728,9.73,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55377/127110.jpg,서울 서대문구 남가좌동 390,1141012000,1141070000,서울,서대문구,남가좌동,390,,109동,9,905,래미안루센티아,서울 서대문구 거북골로 100,래미안 루센티아,거북골로,100,,03689,37.5762124068956,126.917460818879
93,2022-105221(1),아파트,2023-07-04,64,잔금납부,2,600,384,450,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg,서울 노원구 상계동 1256,1135010500,1135063000,서울,노원구,상계동,1256,,202동,1,102,은빛아파트,서울 노원구 동일로245가길 41,은빛2단지아파트,동일로245가길,41,,01604,37.6799630377746,127.053504710908
94,2022-2169(1),아파트,2023-06-29,64,잔금납부,2,639,408,490,77,10,30.74,9.3,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2169/159282.jpg,서울 구로구 오류동 348,1153010800,1153078000,서울,구로구,오류동,348,,102동,3,304,우림필유,서울 구로구 서해안로 2368,우림필유,서해안로,2368,,08340,37.4939431824111,126.846593474512
95,2022-109244(1),아파트,2023-06-29,2,잔금납부,6,205,53,53,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,1동,5,502,성재센트리움아파트,서울 강서구 화곡로 176-19,성재센트리움아파트,화곡로,176,19,07727,37.5414637987028,126.841767084008
96,2022-112189(1),아파트,2023-06-28,80,배당종결,1,214,171,182,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg,서울 강서구 화곡동 143-6,1150010300,1150059000,서울,강서구,화곡동,143,6,2동,5,504,성재센트리움아파트,서울 강서구 화곡로 176-19,성재센트리움아파트,화곡로,176,19,07727,37.5414637987028,126.841767084008
97,2022-112905(1),아파트,2023-06-28,80,잔금납부,1,521,416,433,83,3,37.7563,11.42,81.3244,24.6,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112905/08778_AUTO_52.jpg,서울 강서구 화곡동 1037-27,1150010300,1150056000,서울,강서구,화곡동,1037,27,,1,102,제이월드아파트,서울 강서구 강서로35길 58,제이월드아파트,강서로35길,58,,07708,37.5427519726769,126.835644198506
98,2023-100095(1),아파트,2023-06-27,80,잔금납부,1,2,1,1,88,3,52.906,16.0,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100095/118908.jpg,서울 강서구 화곡동 1037-27,1150010300,1150056000,서울,강서구,화곡동,1037,27,,1,102,제이월드아파트,서울 강서구 강서로35길 58,제이월드아파트,강서로35길,58,,07708,37.5427519726769,126.835644198506
99,2022-2809(1),아파트,2023-06-27,80,잔금납부,1,1,1,1,82,1,35.833,10.84,84.978,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2809/73673.jpg,서울 마포구 창전동 440,1144011400,1144065500,서울,마포구,창전동,440,,105동,5,501,창전동현대홈타운,서울 마포구 서강로 83,창전동현대홈타운,서강로,83,,04063,37.5510214470247,126.931850132328
100,2022-53647(1),아파트,2023-06-27,64,매각,2,2,1,1,81,14,36.82,11.14,114.81,34.73,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/53647/80227.jpg,서울 마포구 현석동 220,1144011200,1144063000,서울,마포구,현석동,220,,101동,9,901,밤섬현대아파트,서울 마포구 신수로3길 19,밤섬현대아파트,신수로3길,19,,04092,37.5426533480742,126.93266589588
101,2022-920(1),아파트,2023-06-27,64,매각,2,1,667,711,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,106동,13,1304,래미안트리베라1차,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988
102,2022-1077(1),아파트,2023-06-27,64,매각,2,861,551,665,77,10,31.083,9.4,59.732,18.07,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/1077/74724.jpg,서울 동대문구 휘경동 366,1123010900,1123073000,서울,동대문구,휘경동,366,,101동,9,904,동일스위트리버,서울 동대문구 한천로 300,동일스위트리버,한천로,300,,02511,37.5874102629887,127.068693094024
103,2022-103744(1),아파트,2023-06-27,64,잔금납부,2,829,530,581,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg,서울 강북구 미아동 1354,1130510100,1130553400,서울,강북구,미아동,1354,,102동,10,1003,벽산라이브파크아파트,서울 강북구 솔샘로 159,벽산라이브파크,솔샘로,159,,01186,37.6211496720682,127.010827075164
104,2021-2343(2),아파트,2023-06-26,64,잔금납부,2,197,126,131,67,2,9.215,2.79,23.1425,7.0,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/2343/55808_AUTO_22.jpg,서울 성동구 마장동 768-1,1120010500,1120054000,서울,성동구,마장동,768,1,,6,601,안민빌딩,서울 성동구 마장로39길 34,,마장로39길,34,,04756,37.5681131385653,127.043693669689
105,2022-556(1),아파트,2023-06-22,41,잔금납부,4,1,464,613,54,1,16.84,5.09,42.42,12.83,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/556/119656.jpg,서울 서초구 잠원동 51,1165010600,1165054000,서울,서초구,잠원동,51,,1동,2,203,잠원훼미리아파트,서울 서초구 잠원로 202-11,한신잠원훼미리,잠원로,202,11,06516,37.5192140645955,127.01465768356
106,2022-2170(1),아파트,2023-06-22,80,잔금납부,1,460,368,392,85,4,10.13,3.06,43.12,13.04,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/2170/99058.jpg,서울 강남구 대치동 889-74,1168010600,1168063000,서울,강남구,대치동,889,74,,11,1102,아름빌,서울 강남구 선릉로86길 11,아름빌,선릉로86길,11,,06192,37.5033699161172,127.050528902579
107,2022-3432(1),아파트,2023-06-21,64,배당종결,2,1,684,810,76,4,40.4498,12.24,51.99,15.73,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3432/164342.jpg,서울 강남구 자곡동 619,1168011200,1168070000,서울,강남구,자곡동,619,,503동,6,617,엘에이치강남힐스테이트,서울 강남구 자곡로3길 21,강남자곡 힐스테이트,자곡로3길,21,,06374,37.4712795724748,127.088688007958
108,2022-107372(1),아파트,2023-06-21,80,잔금납부,1,4,3,3,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg,서울 강남구 도곡동 527,1168011800,1168065600,서울,강남구,도곡동,527,,302동,5,504,도곡렉슬아파트,서울 강남구 선릉로 221,도곡렉슬아파트,선릉로,221,,06276,37.4935418220116,127.050547158351
109,2022-102109(1),아파트,2023-06-21,64,잔금납부,2,575,368,391,68,3,21.849,6.61,59.783,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102109/88414.jpg,서울 중랑구 신내동 437,1126010600,1126068000,서울,중랑구,신내동,437,,101동,10,1004,벽산아파트,서울 중랑구 용마산로125길 50,벽산아파트,용마산로125길,50,,02071,37.6031247734606,127.100119242128
110,2022-1399(1),아파트,2023-06-20,80,배당종결,1,2,1,2,95,2,89.96,27.21,235.34,71.19,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1399/03420_AUTO_309.jpg,서울 서초구 방배동 806-5,1165010100,1165062100,서울,서초구,방배동,806,5,,5,502,,서울 서초구 동광로24길 13,원저빌,동광로24길,13,,06585,37.4926043975365,126.993156038697
111,2022-107347(1),아파트,2023-06-20,80,매각,1,469,375,435,93,1,31.39,9.5,50.91,15.4,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107347/1056606.jpg,서울 강서구 화곡동 1168,1150010300,1150056000,서울,강서구,화곡동,1168,,,2,203,스위트드림아파트,서울 강서구 화곡로21길 71,스위트드림아파트,화곡로21길,71,,07708,37.5439270920666,126.836189632424
112,2022-103430(1),아파트,2023-06-20,80,잔금납부,1,953,762,877,92,12,51.32,15.52,114.89,34.75,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/103430/35070_AUTO_194.jpg,서울 동대문구 전농동 155,1123010400,1123057000,서울,동대문구,전농동,155,,101동,15,1505,전농동삼성아파트,서울 동대문구 전농로 192,전농동삼성아파트,전농로,192,,02505,37.5819288502804,127.055593680489
